
Rk,Gtm,Week,Date,Day,HorA,Opp,Rslt,Pts,PtsO,OT,Cmp,Att,Cmp%,Yds,TD,Y/A,AY/A,Rate,Sk,Yds.1,Att,Yds,TD,Y/A,Ply,Tot,Y/P,FGA,FGM,XPA,XPM,Pnt,Yds,Pass,Rsh,Pen,1stD,3DConv,3DAtt,4DConv,4DAtt,Pen,Yds,FL,Int,TO,ToP,Team,Year
2.0,2.0,2.0,2023-09-17,Sun,@,TAM,L,17,27,,16,29,55.2,169,1,5.8,3.41,55.1,6,42,16,67,1,4.2,51,236,4.63,1,1,2,2,5,232,9,5,0,14,6,13,0,0,5,28,0,2,2,24:04,chi,2023
3.0,3.0,3.0,2023-09-24,Sun,@,KAN,L,10,41,,11,22,50.0,87,1,4.0,2.82,56.4,3,12,26,116,0,4.5,51,203,3.98,1,1,1,1,5,229,5,6,0,11,4,12,1,2,6,32,1,1,2,23:47,chi,2023
4.0,4.0,4.0,2023-10-01,Sun,,DEN,L,28,31,,28,35,80.0,300,4,8.6,9.57,128.6,4,35,31,171,0,5.5,70,471,6.73,0,0,4,4,2,90,17,7,2,26,6,12,1,3,10,91,1,1,2,33:49,chi,2023
5.0,5.0,5.0,2023-10-05,Thu,@,WAS,W,40,20,,15,29,51.7,273,4,9.4,12.17,124.0,3,9,32,178,0,5.6,64,451,7.05,4,4,4,4,3,131,9,9,0,18,7,15,1,1,3,35,0,0,0,30:04,chi,2023
6.0,6.0,6.0,2023-10-15,Sun,,MIN,L,13,19,,16,24,66.7,113,0,4.7,0.96,42.5,5,28,36,162,1,4.5,65,275,4.23,2,2,1,1,4,176,8,9,1,18,6,14,0,1,5,29,1,2,3,35:11,chi,2023
7.0,7.0,7.0,2023-10-22,Sun,,LVR,W,30,12,,21,29,72.4,150,1,5.2,5.86,95.5,2,12,38,173,2,4.6,69,323,4.68,1,1,4,3,3,120,10,13,0,23,8,13,0,1,9,110,0,0,0,34:06,chi,2023
8.0,8.0,8.0,2023-10-29,Sun,@,LAC,L,13,30,,25,37,67.6,222,0,6.0,3.57,60.9,1,10,25,73,2,2.9,63,295,4.68,0,0,1,1,3,126,10,7,0,17,6,14,1,4,7,53,0,2,2,28:32,chi,2023
9.0,9.0,9.0,2023-11-05,Sun,@,NOR,L,17,24,,18,30,60.0,212,2,7.1,3.9,64.2,2,8,32,156,0,4.9,64,368,5.75,2,1,2,2,2,95,13,7,0,20,6,12,1,1,8,71,2,3,5,30:40,chi,2023
10.0,10.0,10.0,2023-11-09,Thu,,CAR,W,16,13,,20,33,60.6,162,0,4.9,4.91,73.0,0,0,37,133,1,3.6,70,295,4.21,3,3,1,1,6,280,10,10,1,21,6,15,1,1,7,44,0,0,0,33:31,chi,2023
11.0,11.0,11.0,2023-11-19,Sun,@,DET,L,26,31,,16,23,69.6,151,1,6.6,7.43,101.9,2,18,46,183,1,4.0,71,334,4.7,4,4,2,2,2,91,10,11,4,25,5,13,2,2,6,69,1,0,1,40:24,chi,2023
12.0,12.0,12.0,2023-11-27,Mon,@,MIN,W,12,10,,27,37,73.0,199,0,5.4,5.38,85.3,3,18,28,118,0,4.2,68,317,4.66,5,4,0,0,3,137,12,6,0,18,8,18,1,1,7,76,2,0,2,35:50,chi,2023
13.0,13.0,14.0,2023-12-10,Sun,,DET,W,28,13,,19,33,57.6,194,1,5.9,6.48,84.7,3,29,30,142,2,4.7,66,336,5.09,3,3,2,1,3,129,10,7,3,20,6,14,1,2,4,35,0,0,0,33:19,chi,2023
14.0,14.0,15.0,2023-12-17,Sun,@,CLE,L,17,20,,19,40,47.5,148,1,3.7,1.95,44.6,3,18,27,88,0,3.3,70,236,3.37,1,1,2,2,10,448,6,5,1,12,4,18,0,2,4,19,1,2,3,29:00,chi,2023
15.0,15.0,16.0,2023-12-24,Sun,,ARI,W,27,16,,15,27,55.6,170,1,6.3,5.37,71.5,1,0,39,250,2,6.4,67,420,6.27,2,2,3,3,5,260,8,13,1,22,8,15,0,0,5,35,0,1,1,34:32,chi,2023
16.0,16.0,17.0,2023-12-31,Sun,,ATL,W,37,17,,20,32,62.5,240,1,7.5,8.13,95.8,3,28,37,192,3,5.2,72,432,6.0,4,3,4,4,4,195,12,10,0,22,6,16,1,2,5,55,0,0,0,37:14,chi,2023
17.0,17.0,18.0,2024-01-07,Sun,@,GNB,L,9,17,,11,16,68.8,117,0,7.3,7.31,89.8,5,31,25,75,0,3.0,46,192,4.17,3,3,0,0,3,137,8,4,1,13,3,11,1,1,1,10,0,0,0,28:36,chi,2023
,,,,,,,7-10,360,379,,321,513,62.6,3096,19,6.0,5.46,79.5,50,325,534,2399,16,4.5,1097,5495,5.01,38,35,33,31,67,3088,169,137,16,322,98,238,13,26,99,853,10,15,25,543:22,chi,2023
1.0,1.0,1.0,2019-09-08,Sun,@,SEA,L,20,21,,35,51,68.6,395,2,7.7,8.53,104.6,5,23,14,34,0,2.4,70,429,6.13,3,2,2,2,4,177,18,1,3,22,6,15,0,1,7,57,3,0,3,35:50,cin,2019
2.0,2.0,2.0,2019-09-15,Sun,,SFO,L,17,41,,26,42,61.9,291,2,6.9,6.81,88.5,4,20,19,25,0,1.3,65,316,4.86,2,1,2,2,5,226,11,2,1,14,9,18,1,2,7,60,0,1,1,27:41,cin,2019
3.0,3.0,3.0,2019-09-22,Sun,@,BUF,L,17,21,,20,36,55.6,240,1,6.7,4.72,62.3,2,10,19,66,1,3.5,57,306,5.37,1,1,2,2,6,243,12,4,1,17,3,11,0,0,8,54,2,2,4,23:06,cin,2019
4.0,4.0,4.0,2019-09-30,Mon,@,PIT,L,3,27,,21,37,56.8,102,0,2.8,1.54,50.6,8,69,19,73,0,3.8,64,175,2.73,1,1,0,0,5,205,9,5,2,16,4,14,1,3,8,60,1,1,2,30:14,cin,2019
5.0,5.0,5.0,2019-10-06,Sun,,ARI,L,23,26,,27,38,71.1,262,2,6.9,7.95,107.6,1,0,23,108,0,4.7,62,370,5.97,3,3,2,2,3,147,12,6,3,21,5,12,0,1,7,60,0,0,0,28:57,cin,2019
6.0,6.0,6.0,2019-10-13,Sun,@,BAL,L,17,23,,21,39,53.8,217,0,5.6,4.41,59.5,2,18,14,33,1,2.4,55,250,4.55,1,1,2,2,5,201,14,2,2,18,5,11,0,0,4,20,0,1,1,20:18,cin,2019
7.0,7.0,7.0,2019-10-20,Sun,,JAX,L,17,27,,22,43,51.2,258,1,6.0,3.33,48.4,2,18,20,33,1,1.7,65,291,4.48,1,1,2,2,6,290,12,3,6,21,5,12,0,0,6,50,1,3,4,21:43,cin,2019
8.0,8.0,8.0,2019-10-27,Sun,@,LAR,L,10,24,,32,52,61.5,297,1,5.7,6.1,83.6,5,32,22,104,0,4.7,79,401,5.08,1,1,1,1,5,208,15,5,4,24,6,18,4,6,6,40,0,0,0,32:43,cin,2019
9.0,9.0,10.0,2019-11-10,Sun,,BAL,L,13,49,,16,30,53.3,150,1,5.0,4.17,64.6,2,17,40,157,0,3.9,72,307,4.26,2,2,1,1,1,53,9,11,1,21,7,15,1,4,1,5,2,1,3,36:11,cin,2019
10.0,10.0,11.0,2019-11-17,Sun,@,OAK,L,10,17,,13,31,41.9,73,0,2.4,0.9,36.1,5,42,22,173,1,7.9,58,246,4.24,2,1,1,1,5,225,6,9,1,16,3,13,1,2,4,40,1,1,2,24:38,cin,2019
11.0,11.0,12.0,2019-11-24,Sun,,PIT,L,10,16,,12,26,46.2,158,1,6.1,6.85,78.7,4,34,21,86,0,4.1,51,244,4.78,1,1,1,1,9,418,5,2,4,11,2,12,0,0,7,79,2,0,2,25:20,cin,2019
12.0,12.0,13.0,2019-12-01,Sun,,NYJ,W,22,6,,22,37,59.5,233,1,6.3,6.84,86.9,1,10,25,44,1,1.8,63,277,4.4,3,2,2,2,5,238,12,5,1,18,5,14,0,0,2,15,0,0,0,31:41,cin,2019
13.0,13.0,14.0,2019-12-08,Sun,@,CLE,L,19,27,,23,39,59.0,272,0,7.0,5.82,69.6,2,16,31,179,1,5.8,72,451,6.26,4,4,1,1,2,83,14,12,1,27,3,12,1,2,8,99,0,1,1,34:31,cin,2019
14.0,14.0,15.0,2019-12-15,Sun,,NWE,L,13,34,,17,31,54.8,151,1,4.9,-0.29,39.2,0,0,32,164,0,5.1,63,315,5.0,2,2,1,1,3,125,9,7,3,19,4,13,1,2,5,25,1,4,5,32:51,cin,2019
15.0,15.0,16.0,2019-12-22,Sun,@,MIA,L,35,38,OT,33,56,58.9,371,4,6.6,8.05,102.6,4,25,25,59,0,2.4,85,430,5.06,2,2,1,1,8,388,21,2,2,25,4,18,3,3,10,77,1,0,1,33:36,cin,2019
16.0,16.0,17.0,2019-12-29,Sun,,CLE,W,33,23,,16,28,57.1,182,1,6.5,5.61,73.8,1,8,39,179,3,4.6,68,361,5.31,2,2,4,3,3,167,12,9,1,22,9,14,0,0,3,20,0,1,1,34:41,cin,2019
,,,,,,,2-14,279,420,,356,616,57.8,3652,18,5.9,5.34,73.9,48,342,385,1517,9,3.9,1049,5169,4.93,31,27,25,24,75,3394,191,85,36,312,80,222,13,26,93,761,14,16,30,474:01,cin,2019
1.0,1.0,1.0,2020-09-13,Sun,,LAC,L,13,16,,23,36,63.9,173,0,4.8,3.56,63.8,3,20,28,122,1,4.4,67,295,4.4,3,2,1,1,6,330,14,5,0,19,6,14,0,0,7,44,1,1,2,29:50,cin,2020
2.0,2.0,2.0,2020-09-17,Thu,@,CLE,L,30,35,,37,61,60.7,285,3,4.7,5.66,88.5,3,31,24,68,0,2.8,88,353,4.01,3,3,3,3,2,98,20,7,3,30,8,18,5,5,4,45,1,0,1,33:39,cin,2020
3.0,3.0,3.0,2020-09-27,Sun,@,PHI,T,23,23,OT,31,44,70.5,256,2,5.8,6.73,100.2,8,56,18,48,0,2.7,70,304,4.34,3,3,2,2,7,298,19,2,3,24,3,13,0,0,9,73,0,0,0,32:16,cin,2020
4.0,4.0,4.0,2020-10-04,Sun,,JAX,W,33,25,,25,36,69.4,300,1,8.3,7.64,92.4,1,0,34,205,2,6.0,71,505,7.11,4,4,3,3,1,40,15,12,1,28,4,11,1,1,7,73,0,1,1,33:11,cin,2020
5.0,5.0,5.0,2020-10-11,Sun,@,BAL,L,3,27,,19,30,63.3,135,0,4.5,3.0,59.7,7,48,28,70,0,2.5,65,205,3.15,1,1,0,0,7,351,9,3,0,12,3,16,2,3,5,40,2,1,3,34:39,cin,2020
6.0,6.0,6.0,2020-10-18,Sun,@,IND,L,27,31,,25,39,64.1,300,0,7.7,6.54,76.9,2,13,32,98,3,3.1,73,398,5.45,3,2,3,3,3,131,14,6,2,22,8,17,2,2,6,20,0,1,1,34:28,cin,2020
7.0,7.0,7.0,2020-10-25,Sun,,CLE,L,34,37,,36,48,75.0,387,3,8.1,8.38,110.3,4,35,21,81,1,3.9,73,468,6.41,2,2,4,4,0,0,24,5,2,31,6,9,1,1,7,45,1,1,2,32:57,cin,2020
8.0,8.0,8.0,2020-11-01,Sun,,TEN,W,31,20,,26,37,70.3,249,2,6.7,7.81,106.7,0,0,32,118,2,3.7,69,367,5.32,1,1,4,4,3,130,16,7,4,27,10,15,1,1,7,45,0,0,0,35:57,cin,2020
9.0,9.0,10.0,2020-11-15,Sun,@,PIT,L,10,36,,21,40,52.5,185,1,4.6,5.13,73.4,4,28,21,139,0,6.6,65,324,4.98,1,1,1,1,9,401,9,7,0,16,0,13,2,3,6,65,2,0,2,29:32,cin,2020
10.0,10.0,11.0,2020-11-22,Sun,@,WAS,L,9,20,,25,44,56.8,202,1,4.6,4.02,66.7,4,31,18,70,0,3.9,66,272,4.12,3,1,1,0,5,243,12,4,2,18,3,13,0,2,3,31,1,1,2,29:14,cin,2020
11.0,11.0,12.0,2020-11-29,Sun,,NYG,L,17,19,,17,29,58.6,115,1,4.0,3.1,64.6,2,21,15,40,0,2.7,46,155,3.37,1,1,2,2,5,243,5,4,2,11,3,10,1,1,3,27,2,1,3,22:34,cin,2020
12.0,12.0,13.0,2020-12-06,Sun,@,MIA,L,7,19,,17,27,63.0,156,1,5.8,3.19,60.1,6,37,17,40,0,2.4,50,196,3.92,1,0,1,1,6,297,6,4,2,12,3,12,2,2,6,62,0,2,2,27:44,cin,2020
13.0,13.0,14.0,2020-12-13,Sun,,DAL,L,7,30,,28,38,73.7,208,1,5.5,6.0,95.1,2,14,30,101,0,3.4,70,309,4.41,0,0,1,1,2,90,13,5,0,18,9,16,1,4,3,25,3,0,3,34:41,cin,2020
14.0,14.0,15.0,2020-12-21,Mon,,PIT,W,27,17,,7,13,53.8,78,1,6.0,7.54,97.6,2,11,41,152,2,3.7,56,230,4.11,3,2,3,3,7,319,6,7,0,13,4,14,0,0,2,16,0,0,0,32:03,cin,2020
15.0,15.0,16.0,2020-12-27,Sun,@,HOU,W,37,31,,29,38,76.3,371,2,9.8,10.82,123.9,0,0,33,169,2,5.1,71,540,7.61,4,3,4,4,1,40,18,7,2,27,6,13,1,2,5,35,0,0,0,36:10,cin,2020
16.0,16.0,17.0,2021-01-03,Sun,,BAL,L,3,38,,6,21,28.6,48,0,2.3,-2.0,0.0,0,0,19,147,0,7.7,40,195,4.88,1,1,0,0,7,339,1,7,2,10,1,9,0,0,3,29,0,2,2,19:29,cin,2020
,,,,,,,4-11-1,311,424,,372,581,64.0,3448,19,5.9,5.74,83.2,48,345,411,1668,13,4.1,1040,5116,4.92,34,27,33,32,71,3350,201,92,25,318,77,213,19,27,83,675,13,11,24,498:24,cin,2020
1.0,1.0,1.0,2021-09-12,Sun,,MIN,W,27,24,OT,20,27,74.1,217,2,8.0,9.52,122.0,5,44,36,149,1,4.1,68,366,5.38,2,2,3,3,7,332,12,7,1,20,3,14,2,3,3,15,0,0,0,34:51,cin,2021
2.0,2.0,2.0,2021-09-19,Sun,@,CHI,L,17,20,,19,30,63.3,179,2,6.0,2.8,62.4,5,28,20,69,0,3.5,55,248,4.51,1,1,2,2,2,75,10,2,2,14,6,13,0,1,4,57,1,3,4,28:39,cin,2021
3.0,3.0,3.0,2021-09-26,Sun,@,PIT,W,24,10,,14,18,77.8,172,3,9.6,10.39,122.9,0,0,24,96,0,4.0,42,268,6.38,1,1,3,3,5,241,7,4,1,12,3,9,0,0,10,89,0,1,1,24:38,cin,2021
4.0,4.0,4.0,2021-09-30,Thu,,JAX,W,24,21,,25,32,78.1,342,2,10.7,11.94,132.0,1,6,22,78,1,3.5,55,420,7.64,2,1,3,3,3,142,16,4,1,21,5,9,0,0,6,38,0,0,0,31:15,cin,2021
5.0,5.0,5.0,2021-10-10,Sun,,GNB,L,22,25,OT,26,38,68.4,264,2,6.9,5.63,83.7,3,17,24,103,1,4.3,65,367,5.65,2,0,2,2,5,194,12,6,0,18,5,14,2,2,2,21,0,2,2,34:06,cin,2021
6.0,6.0,6.0,2021-10-17,Sun,@,DET,W,34,11,,20,30,66.7,256,4,8.5,9.7,118.9,2,22,36,142,0,3.9,68,398,5.85,2,2,4,4,3,163,10,8,2,20,8,15,2,2,4,31,0,1,1,35:52,cin,2021
7.0,7.0,7.0,2021-10-24,Sun,@,BAL,W,41,17,,23,38,60.5,409,3,10.8,11.16,112.7,1,7,24,111,2,4.6,63,520,8.25,2,2,5,5,4,216,15,3,1,19,4,13,1,2,1,5,0,1,1,28:11,cin,2021
8.0,8.0,8.0,2021-10-31,Sun,@,NYJ,L,31,34,,22,35,62.9,277,3,7.9,8.34,104.1,3,28,16,41,1,2.6,54,318,5.89,1,1,4,4,4,185,13,3,2,18,4,10,0,1,5,51,0,1,1,23:39,cin,2021
9.0,9.0,9.0,2021-11-07,Sun,,CLE,L,16,41,,29,42,69.0,263,0,6.3,4.12,65.9,5,25,23,85,2,3.7,70,348,4.97,1,1,1,1,3,122,15,6,4,25,3,11,0,2,4,31,1,2,3,35:22,cin,2021
10.0,10.0,11.0,2021-11-21,Sun,@,LVR,W,32,13,,20,29,69.0,129,1,4.4,5.14,89.6,3,19,38,159,2,4.2,70,288,4.11,4,4,3,2,2,105,10,10,3,23,8,16,0,0,1,5,1,0,1,37:20,cin,2021
11.0,11.0,12.0,2021-11-28,Sun,,PIT,W,41,10,,20,25,80.0,172,1,6.9,5.88,92.0,2,18,38,198,3,5.2,65,370,5.69,2,2,5,5,3,139,11,13,1,25,5,11,1,1,3,18,0,1,1,35:20,cin,2021
12.0,12.0,13.0,2021-12-05,Sun,,LAC,L,22,41,,24,40,60.0,260,1,6.5,4.75,66.7,6,40,25,96,2,3.8,71,356,5.01,1,1,2,1,4,180,14,6,1,21,6,12,0,1,7,63,2,2,4,31:14,cin,2021
13.0,13.0,14.0,2021-12-12,Sun,,SFO,L,23,26,OT,25,34,73.5,311,2,9.1,10.32,121.1,5,37,26,86,0,3.3,65,397,6.11,4,3,2,2,4,173,16,4,2,22,4,13,1,1,2,19,2,0,2,34:17,cin,2021
14.0,14.0,15.0,2021-12-19,Sun,@,DEN,W,15,10,,15,22,68.2,136,1,6.2,7.09,99.8,3,21,26,113,0,4.3,51,249,4.88,3,3,0,0,7,368,5,5,2,12,4,13,0,0,6,38,0,0,0,27:19,cin,2021
15.0,15.0,16.0,2021-12-26,Sun,,BAL,W,41,21,,37,46,80.4,498,4,10.8,12.57,140.8,3,27,21,77,1,3.7,70,575,8.21,3,2,5,5,0,0,26,4,3,33,5,10,2,2,5,45,0,0,0,37:03,cin,2021
16.0,16.0,17.0,2022-01-02,Sun,,KAN,W,34,31,,30,40,75.0,415,4,10.4,12.38,141.1,4,31,19,60,0,3.2,63,475,7.54,2,2,4,4,3,118,12,5,6,23,4,10,1,1,5,62,0,0,0,29:06,cin,2021
17.0,17.0,18.0,2022-01-09,Sun,@,CLE,L,16,21,,15,29,51.7,103,1,3.6,4.24,71.5,4,33,18,79,0,4.4,51,182,3.57,1,1,1,1,7,311,4,6,1,11,5,14,1,1,4,32,0,0,0,29:04,cin,2021
,,,,,,,10-7,460,376,,384,555,69.2,4403,36,7.9,8.1,103.9,55,403,436,1742,16,4.0,1046,6145,5.87,34,29,49,47,66,3064,208,96,33,337,82,207,13,20,72,620,7,14,21,537:16,cin,2021
1.0,1.0,1.0,2022-09-11,Sun,,PIT,L,20,23,OT,33,53,62.3,299,2,5.6,3.0,58.6,7,39,34,133,0,3.9,94,432,4.6,3,2,1,0,3,158,22,5,5,32,8,16,1,3,4,27,1,4,5,43:42,cin,2022
2.0,2.0,2.0,2022-09-18,Sun,@,DAL,L,17,20,,24,36,66.7,165,1,4.6,5.14,86.0,6,34,25,89,0,3.6,67,254,3.79,3,3,0,0,5,236,13,3,3,19,6,17,1,1,7,35,0,0,0,33:48,cin,2022
3.0,3.0,3.0,2022-09-25,Sun,@,NYJ,W,27,12,,23,36,63.9,261,3,7.3,8.92,113.3,2,14,28,69,0,2.5,66,330,5.0,3,2,3,3,3,142,12,6,2,20,7,14,0,1,5,30,1,0,1,32:24,cin,2022
4.0,4.0,4.0,2022-09-29,Thu,,MIA,W,27,15,,21,32,65.6,304,2,9.5,10.75,117.2,1,6,30,67,1,2.2,63,371,5.89,2,2,3,3,4,159,11,4,1,16,8,15,0,1,6,74,0,0,0,31:35,cin,2022
5.0,5.0,5.0,2022-10-09,Sun,@,BAL,L,17,19,,24,35,68.6,190,1,5.4,4.71,79.5,3,27,21,101,1,4.8,59,291,4.93,1,1,2,2,4,154,10,7,3,20,4,10,0,1,4,20,0,1,1,30:01,cin,2022
6.0,6.0,6.0,2022-10-16,Sun,@,NOR,W,30,26,,28,37,75.7,273,3,7.4,9.0,122.9,3,27,14,75,1,5.4,54,348,6.44,1,1,3,3,3,131,13,7,1,21,6,10,0,0,3,30,1,0,1,27:46,cin,2022
7.0,7.0,7.0,2022-10-23,Sun,,ATL,W,35,17,,34,42,81.0,459,3,10.9,12.36,136.0,3,22,21,78,2,3.7,66,537,8.14,0,0,5,5,2,93,22,5,2,29,7,11,0,1,5,17,0,0,0,33:05,cin,2022
8.0,8.0,8.0,2022-10-31,Mon,@,CLE,L,13,32,,25,35,71.4,193,2,5.5,5.37,91.7,5,39,10,36,0,3.6,50,229,4.58,1,0,2,1,4,147,9,3,3,15,4,10,0,1,2,6,1,1,2,23:15,cin,2022
9.0,9.0,9.0,2022-11-06,Sun,,CAR,W,42,21,,25,31,80.6,223,1,7.2,7.84,107.4,2,5,39,241,5,6.2,72,464,6.44,1,0,6,6,3,120,10,19,1,30,6,10,0,0,5,35,0,0,0,39:21,cin,2022
10.0,10.0,11.0,2022-11-20,Sun,@,PIT,W,37,30,,24,39,61.5,346,4,8.9,8.62,103.2,2,9,24,62,0,2.6,65,408,6.28,3,3,4,4,3,162,18,3,1,22,3,9,0,0,6,44,0,2,2,31:36,cin,2022
11.0,11.0,12.0,2022-11-27,Sun,@,TEN,W,20,16,,22,37,59.5,266,1,7.2,7.73,90.6,1,4,28,108,1,3.9,66,374,5.67,2,2,2,2,5,259,11,7,3,21,5,14,0,0,9,80,0,0,0,31:46,cin,2022
12.0,12.0,13.0,2022-12-04,Sun,,KAN,W,27,24,,25,31,80.6,279,2,9.0,10.29,125.7,1,7,34,152,1,4.5,66,431,6.53,2,2,3,3,1,40,15,8,3,26,7,11,0,1,6,65,0,0,0,32:06,cin,2022
13.0,13.0,14.0,2022-12-11,Sun,,CLE,W,23,10,,18,33,54.5,227,2,6.9,6.73,83.8,2,12,26,136,1,5.2,61,363,5.95,1,1,3,2,5,205,11,8,4,23,6,15,0,0,4,36,0,1,1,28:08,cin,2022
14.0,14.0,15.0,2022-12-18,Sun,@,TAM,W,34,23,,27,39,69.2,184,4,4.7,5.62,102.9,2,16,21,53,0,2.5,62,237,3.82,2,2,2,2,4,180,14,3,3,20,5,13,0,0,4,27,0,1,1,29:25,cin,2022
15.0,15.0,16.0,2022-12-24,Sat,@,NWE,W,22,18,,40,52,76.9,369,3,7.1,6.52,99.0,2,6,24,73,0,3.0,78,442,5.67,2,1,2,1,3,130,18,6,4,28,8,16,1,1,8,62,1,2,3,36:48,cin,2022
16.0,16.0,18.0,2023-01-08,Sun,,BAL,W,27,16,,25,42,59.5,202,1,4.8,5.29,79.7,2,13,20,55,1,2.8,64,257,4.02,2,2,3,3,7,362,12,2,1,15,5,15,0,1,3,35,1,0,1,31:19,cin,2022
,,,,,,,12-4,418,322,,418,610,68.5,4240,35,7.0,7.21,99.1,44,280,399,1528,14,3.8,1053,5768,5.48,29,24,44,40,59,2678,221,96,40,357,95,206,3,12,81,623,6,12,18,516:05,cin,2022
1.0,1.0,1.0,2023-09-10,Sun,@,CLE,L,3,24,,14,32,43.8,67,0,2.1,2.09,51.0,2,15,20,75,0,3.8,54,142,2.63,2,1,0,0,10,409,3,2,1,6,2,15,0,1,4,20,0,0,0,24:10,cin,2023
2.0,2.0,2.0,2023-09-17,Sun,,BAL,L,24,27,,27,41,65.9,216,2,5.3,5.15,85.0,1,6,15,66,0,4.4,57,282,4.95,1,1,3,3,3,120,13,4,2,19,10,15,1,1,5,30,0,1,1,26:56,cin,2023
3.0,3.0,3.0,2023-09-25,Mon,,LAR,W,19,16,,26,49,53.1,242,0,4.9,4.02,58.4,2,17,23,67,1,2.9,74,309,4.18,5,4,1,1,5,211,12,5,2,19,5,17,1,1,7,49,0,1,1,36:00,cin,2023
4.0,4.0,4.0,2023-10-01,Sun,@,TEN,L,3,27,,20,30,66.7,139,0,4.6,4.63,76.9,3,26,18,72,0,4.0,51,211,4.14,1,1,0,0,5,257,8,5,1,14,2,9,0,1,5,40,1,0,1,25:15,cin,2023
5.0,5.0,5.0,2023-10-08,Sun,@,ARI,W,34,20,,36,46,78.3,287,3,6.2,6.57,105.3,3,30,30,93,0,3.1,79,380,4.81,2,2,4,4,3,145,19,7,1,27,5,14,0,3,4,40,0,1,1,38:10,cin,2023
6.0,6.0,6.0,2023-10-15,Sun,,SEA,W,17,13,,24,35,68.6,168,2,4.8,4.66,86.4,3,17,15,46,0,3.1,53,214,4.04,1,1,2,2,6,274,10,3,2,15,3,11,0,0,5,43,0,1,1,25:59,cin,2023
7.0,7.0,8.0,2023-10-29,Sun,@,SFO,W,31,17,,28,32,87.5,266,3,8.3,10.19,132.6,3,17,27,134,1,5.0,62,400,6.45,2,1,4,4,3,140,17,10,2,29,3,8,0,0,1,15,1,0,1,31:23,cin,2023
8.0,8.0,9.0,2023-11-05,Sun,,BUF,W,24,18,,31,44,70.5,343,2,7.8,8.7,108.4,1,5,22,54,1,2.5,67,397,5.93,1,1,3,3,3,118,17,5,1,23,8,15,1,2,6,49,0,0,0,36:38,cin,2023
9.0,9.0,10.0,2023-11-12,Sun,,HOU,L,27,30,,27,40,67.5,314,2,7.9,6.6,86.9,4,33,16,66,1,4.1,60,380,6.33,2,2,3,3,5,259,11,5,4,20,6,14,1,1,4,63,0,2,2,28:30,cin,2023
10.0,10.0,11.0,2023-11-16,Thu,@,BAL,L,20,34,,19,31,61.3,136,2,4.4,5.68,92.9,5,33,23,136,0,5.9,59,272,4.61,3,2,2,2,5,217,10,6,4,20,2,11,1,1,9,78,0,0,0,29:23,cin,2023
11.0,11.0,12.0,2023-11-26,Sun,,PIT,L,10,16,,19,26,73.1,197,1,7.6,6.62,91.3,4,30,11,25,0,2.3,41,222,5.41,1,1,1,1,6,251,9,0,1,10,2,10,0,0,5,36,0,1,1,22:43,cin,2023
12.0,12.0,13.0,2023-12-04,Mon,@,JAX,W,34,31,OT,33,39,84.6,335,1,8.6,7.95,100.3,2,12,31,156,3,5.0,72,491,6.82,3,2,4,4,1,33,17,8,2,27,8,14,1,2,6,35,0,1,1,34:03,cin,2023
13.0,13.0,14.0,2023-12-10,Sun,,IND,W,34,14,,19,25,76.0,274,2,11.0,10.76,121.1,0,0,32,111,2,3.5,57,385,6.75,2,2,4,4,4,147,11,5,3,19,3,11,1,1,5,40,0,1,1,31:52,cin,2023
14.0,14.0,15.0,2023-12-16,Sat,,MIN,W,27,24,OT,29,42,69.0,298,2,7.1,6.98,95.1,5,26,22,80,1,3.6,69,378,5.48,2,2,3,3,4,192,17,5,0,22,6,13,1,1,3,26,0,1,1,33:08,cin,2023
15.0,15.0,16.0,2023-12-23,Sat,@,PIT,L,11,34,,28,42,66.7,309,1,7.4,4.62,66.5,3,26,16,59,0,3.7,61,368,6.03,1,1,0,0,3,132,13,3,1,17,6,13,0,2,3,20,0,3,3,31:49,cin,2023
16.0,16.0,17.0,2023-12-31,Sun,@,KAN,L,17,25,,19,33,57.6,159,1,4.8,5.42,80.2,6,38,32,104,1,3.3,71,263,3.7,1,1,2,2,4,190,11,7,2,20,8,16,1,3,3,20,0,0,0,34:17,cin,2023
17.0,17.0,18.0,2024-01-07,Sun,,CLE,W,31,14,,21,28,75.0,145,3,5.2,5.71,107.0,3,31,30,183,1,6.1,61,328,5.38,1,1,4,4,6,274,10,10,2,22,3,12,0,0,1,10,0,1,1,35:46,cin,2023
,,,,,,,9-8,366,384,,420,615,68.3,3895,27,6.3,6.19,90.5,50,362,383,1527,12,4.0,1048,5422,5.17,31,26,40,40,76,3369,208,90,31,329,82,218,9,20,76,614,2,14,16,526:02,cin,2023
1.0,1.0,1.0,2019-09-08,Sun,,TEN,L,13,43,,25,38,65.8,244,1,6.4,3.39,59.5,5,41,20,102,1,5.1,63,346,5.49,0,0,2,1,5,233,13,4,2,19,1,10,0,2,18,182,0,3,3,30:42,cle,2019
2.0,2.0,2.0,2019-09-16,Mon,@,NYJ,W,23,3,,19,35,54.3,305,1,8.7,8.0,81.2,3,20,21,70,1,3.3,59,375,6.36,3,3,2,2,6,231,10,3,3,16,4,13,0,0,9,85,0,1,1,29:41,cle,2019
3.0,3.0,3.0,2019-09-22,Sun,,LAR,L,13,20,,18,36,50.0,175,1,4.9,4.17,61.7,3,20,24,95,0,4.0,63,270,4.29,2,2,1,1,6,240,11,4,3,18,6,16,0,2,8,60,0,1,1,31:37,cle,2019
