
Rk,Gtm,Week,Date,Day,HorA,Opp,Rslt,Pts,PtsO,OT,Cmp,Att,Cmp%,Yds,TD,Y/A,AY/A,Rate,Sk,Yds.1,Att,Yds,TD,Y/A,Ply,Tot,Y/P,FGA,FGM,XPA,XPM,Pnt,Yds,Pass,Rsh,Pen,1stD,3DConv,3DAtt,4DConv,4DAtt,Pen,Yds,FL,Int,TO,ToP,Team,Year
10.0,10.0,11.0,2023-11-19,Sun,,TEN,W,34,14,,24,32,75.0,261,2,8.2,9.41,119.4,1,1,36,128,2,3.6,69,389,5.64,2,2,4,4,2,103,13,8,3,24,4,12,3,4,4,29,0,0,0,36:26,jax,2023
11.0,11.0,12.0,2023-11-26,Sun,@,HOU,W,24,21,,23,38,60.5,364,1,9.6,8.92,90.2,0,0,30,81,1,2.7,68,445,6.54,4,3,1,1,2,77,13,5,4,22,7,13,0,0,6,35,0,1,1,33:54,jax,2023
12.0,12.0,13.0,2023-12-04,Mon,,CIN,L,31,34,OT,31,39,79.5,305,2,7.8,8.85,116.3,4,16,25,71,2,2.8,68,376,5.53,2,1,4,4,5,203,13,9,1,23,6,15,2,2,7,55,0,0,0,34:12,jax,2023
13.0,13.0,14.0,2023-12-10,Sun,@,CLE,L,27,31,,28,50,56.0,235,3,4.7,3.2,63.3,4,22,20,58,1,2.9,74,293,3.96,0,0,3,3,7,321,16,2,2,20,7,17,0,1,7,40,1,3,4,28:11,jax,2023
14.0,14.0,15.0,2023-12-17,Sun,,BAL,L,7,23,,25,43,58.1,258,1,6.0,6.47,83.3,1,6,17,75,0,4.4,61,333,5.46,2,0,1,1,3,148,9,6,1,16,3,13,2,3,6,47,2,0,2,25:41,jax,2023
15.0,15.0,16.0,2023-12-24,Sun,@,TAM,L,12,30,,28,44,63.6,268,2,6.1,4.95,76.7,4,37,13,37,0,2.8,61,305,5.0,1,0,0,0,1,65,17,4,2,23,3,9,1,3,2,20,2,2,4,22:53,jax,2023
16.0,16.0,17.0,2023-12-31,Sun,,CAR,W,26,0,,17,24,70.8,162,0,6.8,6.75,89.2,3,16,35,155,2,4.4,62,317,5.11,4,4,2,2,3,140,9,6,1,16,7,16,1,1,1,15,0,0,0,33:29,jax,2023
17.0,17.0,18.0,2024-01-07,Sun,@,TEN,L,20,28,,29,43,67.4,280,2,6.5,5.35,81.5,0,0,23,82,0,3.6,66,362,5.48,2,2,2,2,1,43,12,5,3,20,8,14,0,3,6,40,0,2,2,32:17,jax,2023
,,,,,,,9-8,377,371,,412,620,66.5,4126,22,6.7,6.35,87.6,41,251,453,1646,17,3.6,1114,5772,5.18,37,30,35,35,61,2893,199,98,39,336,87,228,13,29,83,644,16,14,30,525:33,jax,2023
1.0,1.0,1.0,2019-09-08,Sun,@,JAX,W,40,26,,25,34,73.5,378,3,11.1,12.88,139.1,0,0,26,113,1,4.3,60,491,8.18,4,4,4,4,1,51,13,9,2,24,5,10,0,0,5,55,0,0,0,31:15,kan,2019
2.0,2.0,2.0,2019-09-15,Sun,@,OAK,W,28,10,,30,44,68.2,436,4,9.9,11.73,130.5,2,7,22,31,0,1.4,68,467,6.87,0,0,4,4,5,196,18,2,4,24,8,14,0,0,10,114,1,0,1,32:35,kan,2019
3.0,3.0,3.0,2019-09-22,Sun,,BAL,W,33,28,,27,37,73.0,363,3,9.8,11.43,130.8,1,11,25,140,1,5.6,63,503,7.98,2,2,4,3,2,88,14,9,4,27,5,9,0,1,4,31,0,0,0,27:16,kan,2019
4.0,4.0,4.0,2019-09-29,Sun,@,DET,W,34,30,,24,42,57.1,315,0,7.5,7.5,81.0,0,0,25,123,3,4.9,67,438,6.54,3,2,4,4,2,91,16,8,5,29,4,9,1,1,7,51,3,0,3,26:05,kan,2019
5.0,5.0,5.0,2019-10-06,Sun,,IND,L,13,19,,22,39,56.4,288,1,7.4,7.9,88.4,4,33,14,36,0,2.6,57,324,5.68,2,2,1,1,4,155,12,3,3,18,4,12,1,2,11,125,1,0,1,22:45,kan,2019
6.0,6.0,6.0,2019-10-13,Sun,,HOU,L,24,31,,19,35,54.3,256,3,7.3,7.74,94.5,1,17,11,53,0,4.8,47,309,6.57,2,1,3,3,2,119,11,5,4,20,4,8,0,0,11,79,1,1,2,20:12,kan,2019
7.0,7.0,7.0,2019-10-17,Thu,@,DEN,W,30,6,,20,30,66.7,191,2,6.4,7.7,106.4,1,2,27,80,0,3.0,58,271,4.67,3,3,3,3,6,266,7,5,2,14,5,15,1,1,6,46,0,0,0,32:13,kan,2019
8.0,8.0,8.0,2019-10-27,Sun,,GNB,L,24,31,,24,36,66.7,249,2,6.9,8.03,105.0,2,18,20,88,1,4.4,58,337,5.81,2,1,3,3,3,154,16,4,1,21,6,11,0,0,3,30,1,0,1,26:47,kan,2019
9.0,9.0,9.0,2019-11-03,Sun,,MIN,W,26,23,,25,35,71.4,230,1,6.6,7.14,98.5,5,45,18,147,1,8.2,58,377,6.5,4,4,2,2,5,251,15,2,0,17,4,13,1,1,4,25,1,0,1,31:48,kan,2019
10.0,10.0,10.0,2019-11-10,Sun,@,TEN,L,32,35,,36,51,70.6,433,3,8.5,9.67,115.9,2,13,25,97,0,3.9,78,530,6.79,5,4,3,2,1,26,20,6,2,28,7,14,1,2,9,80,1,0,1,37:52,kan,2019
11.0,11.0,11.0,2019-11-18,Mon,@,LAC,W,24,17,,19,32,59.4,180,1,5.6,4.84,72.4,1,2,27,130,2,4.8,60,310,5.17,1,1,3,3,6,240,9,7,2,18,6,13,0,0,8,102,0,1,1,28:58,kan,2019
12.0,12.0,13.0,2019-12-01,Sun,,OAK,W,40,9,,15,29,51.7,163,1,5.6,6.31,80.1,1,12,29,96,3,3.3,59,259,4.39,1,1,5,5,2,83,10,8,4,22,7,11,0,1,0,0,0,0,0,28:19,kan,2019
13.0,13.0,14.0,2019-12-08,Sun,@,NWE,W,23,16,,26,40,65.0,271,1,6.8,6.15,82.4,1,12,29,75,1,2.6,70,346,4.94,3,3,2,2,4,131,13,3,4,20,5,16,1,1,10,136,1,1,2,34:21,kan,2019
14.0,14.0,15.0,2019-12-15,Sun,,DEN,W,23,3,,27,34,79.4,327,2,9.6,9.47,114.1,3,13,25,92,0,3.7,62,419,6.76,3,3,0,0,2,79,17,7,3,27,6,11,0,0,5,45,0,1,1,33:33,kan,2019
15.0,15.0,16.0,2019-12-22,Sun,@,CHI,W,26,3,,23,33,69.7,244,2,7.4,8.61,111.2,1,7,29,106,1,3.7,63,350,5.56,2,2,3,2,2,93,15,6,4,25,6,11,0,0,9,71,0,0,0,33:24,kan,2019
16.0,16.0,17.0,2019-12-29,Sun,,LAC,W,31,21,,16,25,64.0,174,1,7.0,5.96,81.1,0,0,23,162,2,7.0,48,336,7.0,1,1,4,4,2,103,5,9,2,16,7,10,0,0,5,39,0,1,1,23:56,kan,2019
,,,,,,,12-4,451,308,,378,576,65.6,4498,30,7.8,8.46,103.1,25,192,375,1569,16,4.2,976,6067,6.22,38,34,48,45,49,2126,211,93,46,350,89,187,6,10,107,1029,10,5,15,471:19,kan,2019
1.0,1.0,1.0,2020-09-10,Thu,,HOU,W,34,20,,24,32,75.0,203,3,6.3,8.22,122.3,1,8,34,166,1,4.9,67,369,5.51,2,2,4,4,3,136,16,9,3,28,7,13,1,1,1,5,0,0,0,34:47,kan,2020
2.0,2.0,2.0,2020-09-20,Sun,@,LAC,W,23,20,OT,27,47,57.4,289,2,6.1,7.0,89.8,1,13,22,125,0,5.7,70,414,5.91,3,3,1,0,5,221,15,8,0,23,7,15,1,1,11,90,0,0,0,28:38,kan,2020
3.0,3.0,3.0,2020-09-28,Mon,@,BAL,W,34,20,,31,42,73.8,385,4,9.2,11.07,133.5,0,0,31,132,1,4.3,73,517,7.08,1,0,5,4,1,58,22,5,2,29,10,13,0,2,6,38,1,0,1,33:56,kan,2020
4.0,4.0,4.0,2020-10-05,Mon,,NWE,W,26,10,,19,29,65.5,229,2,7.9,9.28,112.6,1,7,25,94,0,3.8,55,323,5.87,2,2,3,2,4,243,12,5,2,19,4,11,0,0,4,38,1,0,1,28:26,kan,2020
5.0,5.0,5.0,2020-10-11,Sun,,LVR,L,32,40,,22,43,51.2,333,2,7.7,7.63,82.8,3,7,20,80,2,4.0,66,413,6.26,1,1,3,3,5,244,15,3,3,21,6,14,1,2,10,94,0,1,1,24:42,kan,2020
6.0,6.0,6.0,2020-10-19,Mon,@,BUF,W,26,17,,21,26,80.8,221,2,8.5,10.04,127.7,1,4,46,245,1,5.3,73,466,6.38,2,2,3,2,2,80,10,15,2,27,9,14,1,1,8,68,1,0,1,37:45,kan,2020
7.0,7.0,7.0,2020-10-25,Sun,@,DEN,W,43,16,,17,25,68.0,185,1,7.4,8.2,102.9,4,28,22,101,2,4.6,51,286,5.61,3,3,5,4,3,133,9,7,1,17,0,8,0,0,1,15,1,0,1,26:36,kan,2020
8.0,8.0,8.0,2020-11-01,Sun,,NYJ,W,35,9,,35,47,74.5,446,5,9.5,11.62,139.1,0,0,20,50,0,2.5,67,496,7.4,0,0,5,5,3,122,21,3,1,25,7,13,1,3,7,61,0,0,0,31:30,kan,2020
9.0,9.0,9.0,2020-11-08,Sun,,CAR,W,33,31,,30,45,66.7,361,4,8.0,9.8,120.7,2,11,11,36,0,3.3,58,397,6.84,3,2,4,3,1,36,18,3,3,24,6,11,0,0,8,75,1,0,1,21:59,kan,2020
10.0,10.0,11.0,2020-11-22,Sun,@,LVR,W,35,31,,35,46,76.1,352,2,7.7,7.54,102.8,0,0,27,108,3,4.0,73,460,6.3,0,0,5,5,2,107,22,10,4,36,5,9,2,2,10,89,0,1,1,32:05,kan,2020
11.0,11.0,12.0,2020-11-29,Sun,@,TAM,W,27,24,,37,50,74.0,456,3,9.1,10.32,121.7,2,6,20,87,0,4.4,72,543,7.54,2,2,3,3,4,159,19,5,2,26,6,12,0,0,10,82,1,0,1,36:47,kan,2020
12.0,12.0,13.0,2020-12-06,Sun,,DEN,W,22,16,,25,40,62.5,313,1,7.8,8.33,95.1,1,5,22,134,0,6.1,63,447,7.1,5,5,1,1,3,112,18,6,1,25,3,10,0,0,5,44,0,0,0,29:29,kan,2020
13.0,13.0,14.0,2020-12-13,Sun,@,MIA,W,33,27,,24,34,70.6,354,2,10.4,7.62,87.1,3,39,24,94,1,3.9,61,448,7.34,1,1,4,4,4,198,15,5,2,22,5,11,1,1,8,56,1,3,4,28:30,kan,2020
14.0,14.0,15.0,2020-12-20,Sun,@,NOR,W,32,29,,26,47,55.3,232,3,4.9,6.21,90.0,4,22,41,179,1,4.4,92,411,4.47,1,1,3,3,6,243,16,13,5,34,9,18,0,0,5,54,1,0,1,41:14,kan,2020
15.0,15.0,16.0,2020-12-27,Sun,,ATL,W,17,14,,24,45,53.3,278,2,6.2,5.07,68.6,0,0,21,117,0,5.6,66,395,5.98,1,1,2,2,4,165,14,9,0,23,5,13,1,2,6,41,0,2,2,26:48,kan,2020
16.0,16.0,17.0,2021-01-03,Sun,,LAC,L,21,38,,23,32,71.9,217,2,6.8,8.03,111.1,1,1,17,51,1,3.0,50,268,5.36,0,0,3,3,2,82,13,4,1,18,6,9,0,1,5,69,1,0,1,25:11,kan,2020
,,,,,,,14-2,473,362,,420,630,66.7,4854,40,7.7,8.47,106.3,24,151,403,1799,13,4.5,1057,6653,6.29,27,25,54,48,52,2339,255,110,32,397,95,194,9,16,105,919,9,7,16,488:23,kan,2020
1.0,1.0,1.0,2021-09-12,Sun,,CLE,W,33,29,,27,36,75.0,324,3,9.0,10.67,129.9,2,13,23,73,1,3.2,61,397,6.51,2,2,3,3,2,91,17,4,0,21,9,13,0,0,5,36,0,0,0,32:47,kan,2021
2.0,2.0,2.0,2021-09-19,Sun,@,BAL,L,35,36,,24,31,77.4,343,3,11.1,11.55,131.5,0,0,18,62,1,3.4,49,405,8.27,0,0,5,5,3,135,18,2,2,22,1,6,0,0,5,46,1,1,2,24:01,kan,2021
3.0,3.0,3.0,2021-09-26,Sun,,LAC,L,24,30,,27,44,61.4,251,3,5.7,5.02,80.8,2,9,30,186,0,6.2,76,437,5.75,1,1,3,3,1,51,17,12,4,33,6,10,0,0,6,56,2,2,4,32:31,kan,2021
4.0,4.0,4.0,2021-10-03,Sun,@,PHI,W,42,30,,24,30,80.0,271,5,9.0,10.87,130.0,1,7,32,200,1,6.3,63,471,7.48,0,0,6,6,0,0,16,12,3,31,9,10,0,0,7,46,0,1,1,30:52,kan,2021
5.0,5.0,5.0,2021-10-10,Sun,,BUF,L,20,38,,33,54,61.1,272,2,5.0,4.11,70.9,2,0,23,120,0,5.2,79,392,4.96,2,2,2,2,2,88,16,8,5,29,5,12,0,1,7,55,2,2,4,32:25,kan,2021
6.0,6.0,6.0,2021-10-17,Sun,@,WAS,W,31,13,,32,47,68.1,390,2,8.3,7.23,89.8,3,7,28,109,2,3.9,78,499,6.4,1,1,4,4,2,53,21,7,1,29,11,17,1,2,5,47,1,2,3,33:53,kan,2021
7.0,7.0,7.0,2021-10-24,Sun,@,TEN,L,3,27,,31,51,60.8,257,0,5.0,4.16,65.6,4,31,13,77,0,5.9,68,334,4.91,2,1,0,0,2,93,16,4,2,22,4,11,2,3,9,77,2,1,3,23:39,kan,2021
8.0,8.0,8.0,2021-11-01,Mon,,NYG,W,20,17,,29,48,60.4,261,1,5.4,4.92,73.4,2,14,27,107,1,4.0,77,368,4.78,2,2,2,2,4,203,17,10,2,29,5,12,0,0,12,103,1,1,2,34:38,kan,2021
9.0,9.0,9.0,2021-11-07,Sun,,GNB,W,13,7,,20,37,54.1,160,1,4.3,4.86,74.2,1,6,25,77,0,3.1,63,237,3.76,2,2,1,1,6,341,9,4,1,14,5,14,1,2,6,33,0,0,0,28:27,kan,2021
10.0,10.0,10.0,2021-11-14,Sun,@,LVR,W,41,14,,36,51,70.6,422,5,8.3,10.24,128.1,0,0,25,94,0,3.8,76,516,6.79,3,2,5,5,1,42,23,5,1,29,9,15,3,3,4,34,1,0,1,35:26,kan,2021
11.0,11.0,11.0,2021-11-21,Sun,,DAL,W,19,9,,23,37,62.2,244,0,6.6,5.38,70.1,3,16,26,126,2,4.8,66,370,5.61,3,2,2,1,4,197,12,8,2,22,4,12,0,0,6,64,1,1,2,30:47,kan,2021
12.0,12.0,13.0,2021-12-05,Sun,,DEN,W,22,9,,15,29,51.7,178,0,6.1,4.59,56.4,1,6,24,89,1,3.7,54,267,4.94,3,3,2,1,4,190,8,7,0,15,5,12,0,0,7,60,0,1,1,26:30,kan,2021
13.0,13.0,14.0,2021-12-12,Sun,,LVR,W,48,9,,20,24,83.3,240,2,10.0,11.67,136.1,3,18,30,132,3,4.4,57,372,6.53,2,2,6,6,1,52,11,6,4,21,9,13,0,0,8,63,0,0,0,33:35,kan,2021
14.0,14.0,15.0,2021-12-16,Thu,@,LAC,W,34,28,OT,31,47,66.0,410,3,8.7,9.04,105.8,1,0,20,86,1,4.3,68,496,7.29,2,2,2,2,1,32,20,4,2,26,7,12,0,1,4,36,1,1,2,28:12,kan,2021
15.0,15.0,16.0,2021-12-26,Sun,,PIT,W,36,10,,23,30,76.7,254,3,8.5,10.47,134.6,2,4,35,127,1,3.6,67,381,5.69,4,3,4,3,2,91,16,9,0,25,4,11,1,1,5,41,0,0,0,34:42,kan,2021
16.0,16.0,17.0,2022-01-02,Sun,@,CIN,L,31,34,,26,35,74.3,259,2,7.4,8.54,113.9,0,0,23,155,2,6.7,58,414,7.14,1,1,4,4,3,108,11,11,1,23,6,11,1,1,10,83,0,0,0,30:54,kan,2021
17.0,17.0,18.0,2022-01-08,Sat,@,DEN,W,28,24,,27,44,61.4,255,2,5.8,6.7,92.5,1,15,29,135,0,4.7,74,390,5.27,2,2,2,2,2,101,19,6,3,28,8,14,1,1,5,45,0,0,0,33:04,kan,2021
,,,,,,,12-5,480,364,,448,675,66.4,4791,37,7.1,7.33,97.2,28,146,431,1955,16,4.5,1134,6746,5.95,32,28,53,50,40,1868,267,119,33,419,107,205,10,15,111,925,12,13,25,526:23,kan,2021
1.0,1.0,1.0,2022-09-11,Sun,@,ARI,W,44,21,,30,39,76.9,360,5,9.2,11.79,144.2,0,0,27,128,1,4.7,66,488,7.39,1,1,6,5,2,108,22,7,4,33,5,8,1,1,3,25,1,0,1,34:42,kan,2022
2.0,2.0,2.0,2022-09-15,Thu,,LAC,W,27,24,,24,35,68.6,226,2,6.5,7.6,105.2,1,9,18,93,0,5.2,54,319,5.91,2,2,3,3,6,333,11,2,2,15,4,12,0,0,6,54,0,0,0,26:23,kan,2022
3.0,3.0,3.0,2022-09-25,Sun,@,IND,L,17,20,,20,36,55.6,257,1,7.1,6.44,75.8,1,5,23,58,1,2.5,60,315,5.25,2,1,1,0,3,170,12,6,2,20,3,10,1,2,6,45,1,1,2,26:28,kan,2022
4.0,4.0,4.0,2022-10-02,Sun,@,TAM,W,41,31,,23,37,62.2,228,3,6.2,6.57,95.3,3,21,37,189,2,5.1,77,417,5.42,2,2,5,5,1,43,17,8,2,27,12,17,0,1,4,32,0,1,1,38:38,kan,2022
5.0,5.0,5.0,2022-10-10,Mon,,LVR,W,30,29,,29,43,67.4,265,4,6.2,8.02,115.0,3,27,23,103,0,4.5,69,368,5.33,2,1,3,3,3,145,18,7,4,29,7,12,0,0,5,72,0,0,0,31:07,kan,2022
6.0,6.0,6.0,2022-10-16,Sun,,BUF,L,20,24,,25,40,62.5,319,2,8.0,6.73,83.2,3,19,18,68,0,3.8,61,387,6.34,3,2,2,2,3,173,16,4,3,23,4,11,1,1,5,58,0,2,2,28:32,kan,2022
7.0,7.0,7.0,2022-10-23,Sun,@,SFO,W,44,23,,25,36,69.4,417,3,11.6,12.0,124.4,1,6,21,112,3,5.3,58,529,9.12,1,0,6,6,1,33,19,4,1,24,6,9,0,0,8,84,1,1,2,26:15,kan,2022
8.0,8.0,9.0,2022-11-06,Sun,,TEN,W,20,17,OT,43,68,63.2,422,1,6.2,5.84,79.4,4,24,19,77,1,4.1,91,499,5.48,3,2,1,0,6,283,23,5,1,29,8,19,2,2,10,69,0,1,1,41:28,kan,2022
9.0,9.0,10.0,2022-11-13,Sun,,JAX,W,27,17,,26,35,74.3,331,4,9.5,10.46,129.6,0,0,27,155,0,5.7,62,486,7.84,0,0,4,3,2,91,17,7,2,26,7,10,1,1,0,0,2,1,3,28:21,kan,2022
10.0,10.0,11.0,2022-11-20,Sun,@,LAC,W,30,27,,20,34,58.8,322,3,9.5,11.24,120.0,1,7,27,163,0,6.0,62,485,7.82,3,3,3,3,2,92,15,7,1,23,5,10,0,0,4,54,1,0,1,27:41,kan,2022
11.0,11.0,12.0,2022-11-27,Sun,,LAR,W,26,10,,27,42,64.3,320,1,7.6,7.02,85.4,0,0,30,117,1,3.9,72,437,6.07,4,4,2,2,1,49,20,6,3,29,5,11,0,0,3,25,1,1,2,32:26,kan,2022
12.0,12.0,13.0,2022-12-04,Sun,@,CIN,L,24,27,,16,27,59.3,211,1,7.8,8.56,96.4,2,12,25,138,2,5.5,54,349,6.46,2,1,3,3,1,55,11,9,0,20,6,11,2,2,4,35,1,0,1,27:54,kan,2022
13.0,13.0,14.0,2022-12-11,Sun,@,DEN,W,34,28,,28,42,66.7,342,3,8.1,6.36,85.6,2,10,23,89,0,3.9,67,431,6.43,2,2,4,4,3,199,15,5,0,20,6,12,0,0,4,70,0,3,3,30:13,kan,2022
14.0,14.0,15.0,2022-12-18,Sun,@,HOU,W,30,24,OT,36,41,87.8,313,2,7.6,8.61,114.7,2,23,33,189,2,5.7,76,502,6.61,2,1,2,1,4,193,20,11,2,33,6,12,0,0,10,102,2,0,2,37:22,kan,2022
15.0,15.0,16.0,2022-12-24,Sat,,SEA,W,24,10,,16,28,57.1,220,2,7.9,9.29,106.2,1,4,22,77,1,3.5,51,297,5.82,1,1,3,3,6,246,9,3,2,14,3,11,0,1,5,39,0,0,0,24:58,kan,2022
16.0,16.0,17.0,2023-01-01,Sun,,DEN,W,27,24,,29,42,69.0,328,3,7.8,8.17,106.1,0,0,16,46,1,2.9,58,374,6.45,1,0,3,3,5,263,18,3,1,22,2,9,1,1,5,31,1,1,2,26:54,kan,2022
17.0,17.0,18.0,2023-01-07,Sat,@,LVR,W,31,13,,18,26,69.2,181,1,7.0,7.73,101.6,2,21,28,168,3,6.0,56,349,6.23,1,1,4,4,4,196,9,11,1,21,5,9,0,0,5,43,0,0,0,25:47,kan,2022
,,,,,,,14-3,496,369,,435,651,66.8,5062,41,7.8,8.21,103.5,26,188,417,1970,18,4.7,1094,7032,6.43,32,24,55,50,53,2672,272,105,31,408,94,193,9,12,87,838,11,12,23,515:09,kan,2022
1.0,1.0,1.0,2023-09-07,Thu,,DET,L,20,21,,21,39,53.8,226,2,5.8,5.67,77.5,0,0,23,90,0,3.9,62,316,5.1,2,2,2,2,5,247,10,6,1,17,5,14,0,1,3,25,0,1,1,27:22,kan,2023
2.0,2.0,2.0,2023-09-17,Sun,@,JAX,W,17,9,,29,41,70.7,298,2,7.3,7.15,97.4,1,7,22,101,0,4.6,64,399,6.23,1,1,2,2,4,193,12,7,0,19,4,13,2,2,12,94,2,1,3,31:49,kan,2023
3.0,3.0,3.0,2023-09-24,Sun,,CHI,W,41,10,,27,38,71.1,303,3,8.0,7.18,98.9,0,0,37,153,2,4.1,75,456,6.08,2,2,5,5,1,55,16,12,3,31,10,14,0,0,3,15,0,2,2,36:13,kan,2023
4.0,4.0,4.0,2023-10-01,Sun,@,NYJ,W,23,20,,18,30,60.0,197,1,6.6,4.23,62.8,1,6,35,204,1,5.8,66,401,6.08,3,3,2,2,2,98,9,11,4,24,7,12,0,0,5,46,0,2,2,32:09,kan,2023
5.0,5.0,5.0,2023-10-08,Sun,@,MIN,W,27,20,,31,41,75.6,266,2,6.5,7.46,108.4,2,15,21,67,1,3.2,64,333,5.2,2,2,3,3,3,140,15,5,1,21,9,15,0,0,10,86,0,0,0,31:59,kan,2023
6.0,6.0,6.0,2023-10-12,Thu,,DEN,W,19,8,,30,41,73.2,293,1,7.1,6.54,90.8,2,13,27,96,0,3.6,70,389,5.56,4,4,1,1,3,144,14,6,2,22,4,13,0,1,7,84,0,1,1,35:49,kan,2023
7.0,7.0,7.0,2023-10-22,Sun,,LAC,W,31,17,,32,42,76.2,415,4,9.9,10.71,128.6,1,9,21,68,0,3.2,64,483,7.55,1,1,4,4,3,137,21,3,1,25,6,11,0,0,6,43,1,1,2,31:40,kan,2023
8.0,8.0,8.0,2023-10-29,Sun,@,DEN,L,9,24,,24,38,63.2,212,0,5.6,3.21,56.0,3,28,16,62,0,3.9,57,274,4.81,3,3,0,0,2,82,12,3,3,18,3,10,1,3,5,38,3,2,5,26:13,kan,2023
9.0,9.0,9.0,2023-11-05,Sun,,MIA,W,21,14,,20,30,66.7,174,2,5.8,7.13,104.0,2,11,24,93,0,3.9,56,267,4.77,0,0,3,3,6,302,11,4,1,16,3,10,0,0,9,69,1,0,1,29:36,kan,2023
10.0,10.0,11.0,2023-11-20,Mon,,PHI,L,17,21,,24,43,55.8,168,2,3.9,3.79,70.7,1,9,30,168,0,5.6,74,336,4.54,1,1,2,2,6,256,10,10,3,23,8,17,2,3,7,55,1,1,2,32:01,kan,2023
11.0,11.0,12.0,2023-11-26,Sun,@,LVR,W,31,17,,27,34,79.4,291,2,8.6,9.74,121.9,1,7,23,69,2,3.0,58,360,6.21,1,1,4,4,4,211,17,6,0,23,5,11,0,0,4,40,0,0,0,30:45,kan,2023
12.0,12.0,13.0,2023-12-03,Sun,@,GNB,L,19,27,,21,33,63.6,189,1,5.7,4.97,76.5,3,21,25,148,1,5.9,61,337,5.52,2,2,1,1,1,57,13,10,2,25,7,11,0,1,5,50,0,1,1,29:28,kan,2023
13.0,13.0,14.0,2023-12-10,Sun,,BUF,L,17,20,,25,43,58.1,264,1,6.1,5.56,74.2,1,7,18,82,1,4.6,62,346,5.58,1,1,2,2,4,160,14,6,1,21,6,12,0,1,7,45,1,1,2,24:39,kan,2023
14.0,14.0,15.0,2023-12-17,Sun,@,NWE,W,27,17,,28,38,73.7,283,3,7.4,6.66,98.9,3,26,20,43,0,2.2,61,326,5.34,3,2,3,3,4,196,15,2,2,19,5,13,0,1,2,15,0,2,2,31:14,kan,2023
15.0,15.0,16.0,2023-12-25,Mon,,LVR,L,14,20,,28,45,62.2,223,1,5.0,4.4,72.7,4,23,25,85,1,3.4,74,308,4.16,1,0,2,2,4,167,11,6,2,19,5,16,3,5,5,44,1,1,2,34:18,kan,2023
16.0,16.0,17.0,2023-12-31,Sun,,CIN,W,25,17,,21,29,72.4,241,1,8.3,9.0,108.5,2,4,22,132,0,6.0,53,373,7.04,6,6,1,1,1,57,10,4,1,15,3,12,1,1,3,39,1,0,1,25:43,kan,2023
17.0,17.0,18.0,2024-01-07,Sun,@,LAC,W,13,12,,15,30,50.0,145,0,4.8,3.33,50.0,1,9,28,123,0,4.4,59,268,4.54,2,2,1,1,6,274,6,6,0,12,6,16,1,1,3,57,0,1,1,27:05,kan,2023
,,,,,,,11-6,371,294,,421,635,66.3,4188,28,6.6,6.27,88.4,28,195,417,1784,9,4.3,1080,5972,5.53,35,33,38,38,59,2776,216,107,27,350,96,220,10,20,96,845,11,17,28,518:03,kan,2023
1.0,1.0,1.0,2019-09-09,Mon,,DEN,W,24,16,,22,26,84.6,259,1,10.0,10.73,121.0,0,0,28,98,2,3.5,54,357,6.61,1,1,3,3,3,134,11,8,0,19,10,14,0,0,9,62,0,0,0,32:45,rai,2019
2.0,2.0,2.0,2019-09-15,Sun,,KAN,L,10,28,,23,38,60.5,178,1,4.7,2.84,58.9,3,20,19,129,0,6.8,60,307,5.12,1,1,1,1,6,264,12,5,2,19,6,14,1,1,7,52,0,2,2,27:25,rai,2019
3.0,3.0,3.0,2019-09-22,Sun,@,MIN,L,14,34,,27,34,79.4,214,2,6.3,6.15,100.2,4,28,20,88,0,4.4,58,302,5.21,1,0,2,2,4,217,14,3,0,17,3,11,2,3,7,84,0,1,1,28:28,rai,2019
4.0,4.0,4.0,2019-09-29,Sun,@,IND,W,31,24,,21,31,67.7,189,2,6.1,7.39,105.4,1,0,32,188,1,5.9,64,377,5.89,1,1,4,4,5,253,11,10,0,21,5,12,1,1,11,80,1,0,1,33:41,rai,2019
5.0,5.0,5.0,2019-10-06,Sun,,CHI,W,24,21,,25,32,78.1,229,0,7.2,7.16,96.5,0,0,39,169,3,4.3,71,398,5.61,1,1,3,3,4,170,10,13,2,25,6,12,1,1,6,69,2,0,2,34:43,rai,2019
6.0,6.0,7.0,2019-10-20,Sun,@,GNB,L,24,42,,24,31,77.4,329,3,10.6,11.1,129.6,0,0,31,155,0,5.0,62,484,7.81,1,1,3,3,2,106,16,5,0,21,7,11,0,1,8,97,1,1,2,29:36,rai,2019
7.0,7.0,8.0,2019-10-27,Sun,@,HOU,L,24,27,,18,30,60.0,285,3,9.5,11.5,125.0,0,0,23,93,0,4.0,53,378,7.13,1,1,3,3,6,292,10,5,0,15,5,12,0,0,11,100,0,0,0,24:07,rai,2019
8.0,8.0,9.0,2019-11-03,Sun,,DET,W,31,24,,20,31,64.5,279,2,9.0,10.29,114.9,1,10,36,171,2,4.8,68,450,6.62,2,1,4,4,2,96,14,10,1,25,7,13,1,2,10,96,0,0,0,32:50,rai,2019
9.0,9.0,10.0,2019-11-07,Thu,,LAC,W,26,24,,21,31,67.7,200,1,6.5,7.1,96.2,3,18,21,78,1,3.7,55,278,5.05,3,2,3,2,4,170,12,3,3,18,4,12,1,1,12,97,0,0,0,25:50,rai,2019
10.0,10.0,11.0,2019-11-17,Sun,,CIN,W,17,10,,25,29,86.2,273,1,9.4,8.55,103.0,3,19,34,113,1,3.3,66,386,5.85,1,1,2,2,5,216,12,7,1,20,7,15,1,1,7,42,1,1,2,35:22,rai,2019
